SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500024,ASSAMCO     ,T ,Q,2.25,2.44,2.22,2.22,2.22,2.33,115,210255,477302.00,
500027,ATUL LTD.   ,A ,Q,3500.00,3500.00,3460.00,3469.60,3470.00,3470.10,86,268,931196.00,
500028,ATV PROJECTS,XT,Q,7.50,7.73,7.50,7.73,7.73,7.37,20,2979,22847.00,
500029,AUTOLITE(I) ,B ,Q,42.60,42.70,39.30,39.85,39.85,42.00,124,9626,391696.00,
500031,BAJAJ ELECT.,A ,Q,508.00,522.50,508.00,515.85,515.85,511.00,794,26218,13537306.00,
500032,BAJAJHIND   ,B ,Q,8.90,9.13,8.90,9.02,9.02,9.03,3461,180267,1630356.00,
500033,FORCE MOTR  ,A ,Q,1636.65,1678.80,1626.65,1639.90,1639.90,1648.30,2412,18028,29857962.00,
500034,BAJFINANCE  ,A ,Q,2570.00,2609.00,2535.00,2591.50,2591.50,2599.10,4020,83058,214681064.00,
500038,BALRAM.CHINI,A ,Q,105.00,106.00,103.75,105.40,105.40,105.00,1078,128803,13522897.00,
500039,BANCO PROD. ,B ,Q,172.00,179.80,171.90,178.45,177.05,172.80,101,6436,1137213.00,
500040,CENTURY TEXT,A ,Q,938.00,947.75,930.00,941.50,946.95,940.65,759,34145,32053474.00,
500041,BANNARI AMAN,B ,Q,1527.00,1571.00,1485.00,1500.25,1500.00,1529.00,120,1343,2038698.00,
500042,BASF INDIA  ,A ,Q,1593.45,1603.50,1577.50,1586.55,1580.65,1585.35,100,586,930793.00,
500043,BATA INDIA  ,A ,Q,1112.90,1116.00,1102.15,1105.75,1105.75,1115.00,1173,35983,39864089.00,
500048,BEML LTD    ,A ,Q,848.15,920.65,842.05,913.90,913.90,848.15,14630,634664,571672947.00,
500049,BHARAT ELECT,A ,Q,86.35,90.90,85.50,90.30,90.30,86.70,5492,1183035,105313196.00,
500052,BHANSALI ENG,B ,Q,94.00,96.35,89.85,91.80,91.80,88.60,5856,619512,57476340.00,
500055,TATASTLBSL  ,B ,Q,40.30,41.95,39.65,41.00,41.00,40.80,2468,584002,23913171.00,
500058,BIHAR SPONGE,XT,Q,0.66,0.66,0.66,0.66,0.66,0.69,4,1555,1026.00,
500059,BINANI IND. ,B ,Q,78.00,78.15,76.45,76.85,77.00,78.70,151,10598,815704.00,
500060,BIRLACABLE  ,B ,Q,204.60,212.70,201.15,207.85,207.85,204.60,841,38490,7971912.00,
500067,BLUE STAR   ,A ,Q,652.00,652.00,639.30,641.10,640.05,640.85,146,2387,1537654.00,
500068,DISA INDIA  ,X ,Q,5400.00,5400.00,5375.00,5375.00,5375.00,5349.30,2,5,26900.00,
500069,BNK CAPITAL ,X ,Q,97.50,104.40,97.50,103.75,104.00,95.05,15,814,83776.00,
500074,BPL LTD.    ,B ,Q,41.70,43.80,41.10,41.60,41.45,42.45,350,33604,1430911.00,
500078,OAL         ,X ,Q,271.00,281.00,258.25,275.70,276.00,267.75,91,3586,982491.00,
500083,CENTURY EXT ,B ,Q,7.05,8.00,7.05,7.48,7.45,7.41,223,105421,810155.00,
500084,CESC LTD.   ,A ,Q,697.00,735.00,696.00,719.95,719.95,696.05,1600,47268,33900492.00,
500085,CHAMBAL FERT,A ,Q,146.20,151.55,145.70,147.25,147.25,146.60,598,39117,5826871.00,
500086,EXIDE IND.  ,A ,Q,269.90,273.50,267.80,270.30,270.90,269.85,1550,131627,35676140.00,
500087,CIPLA LTD.  ,A ,Q,524.05,526.35,516.30,519.85,519.85,524.85,2266,138145,71764125.00,
500092,CRISIL LTD  ,A ,Q,1633.75,1645.70,1590.00,1619.20,1612.10,1632.20,218,1088,1763397.00,
500093,CGPOWER     ,A ,Q,41.50,41.50,39.90,40.15,40.15,41.35,4426,416423,16841362.00,
500096,DABUR (I)   ,A ,Q,453.00,455.75,440.00,443.50,443.50,456.75,2583,157798,70220596.00,
500097,DALMIASUG   ,B ,Q,95.00,97.65,94.10,94.60,94.60,95.60,329,27446,2613114.00,
500101,ARVIND Ltd  ,A ,Q,100.00,101.40,99.50,99.85,99.85,100.90,1632,345644,34646904.00,
500102,BALARPUR IND,B ,Q,5.41,5.71,5.41,5.49,5.50,5.48,279,398765,2191311.00,
500103,BHEL        ,A ,Q,70.10,70.95,69.40,70.50,70.50,70.00,2360,627846,44183925.00,
500104,HIND.PETRO  ,A ,Q,235.90,245.70,233.05,244.20,244.20,236.25,5793,692513,165789873.00,
500106,IFCI LTD    ,A ,Q,14.55,15.25,14.30,14.55,14.55,14.64,3249,1998798,29661376.00,
500108,MAHA.TELE   ,B ,Q,14.00,14.08,13.74,13.83,13.83,14.00,550,117690,1637831.00,
500109,MRPL        ,A ,Q,74.45,78.50,74.10,77.75,77.75,74.60,1281,205211,15733919.00,
500110,CHENNAI PET.,A ,Q,281.70,290.15,276.60,288.35,288.35,282.70,856,46618,13307297.00,
500111,REL.CAP.    ,A ,Q,216.90,222.00,216.15,219.40,219.40,219.35,5388,858192,188536761.00,
500112,STATE BANK  ,A ,Q,299.40,301.50,293.00,293.85,293.85,300.40,9100,2250216,669392481.00,
500113,STEEL AUTH. ,A ,Q,54.45,54.65,53.20,53.35,53.35,54.50,1299,617192,33234785.00,
500114,TITAN       ,A ,Q,929.00,932.90,920.95,926.40,926.40,928.90,1190,43522,40383162.00,
500116,IDBI BANK L ,A ,Q,62.00,62.10,61.20,61.65,61.65,62.05,509,225170,13884326.00,
500117,DCW LTD.    ,B ,Q,18.75,19.60,18.75,19.20,19.25,18.80,208,37328,715906.00,
500119,DHAMPUR SUGA,B ,Q,167.00,168.25,163.30,164.75,163.80,165.45,707,43653,7232592.00,
500120,DIAMINES&CHM,X ,Q,134.85,136.60,133.00,136.10,136.10,136.95,71,3715,501192.00,
500123,ELANTAS     ,B ,Q,2099.05,2115.00,2070.00,2102.95,2070.00,2131.70,23,149,313384.00,
500124,DR.REDDY'S  ,A ,Q,2614.95,2634.05,2593.30,2628.80,2631.80,2613.35,1167,26793,70256804.00,
500125,E.I.D.PAR   ,A ,Q,209.00,211.10,207.00,207.85,207.95,209.70,133,4607,961268.00,
500126,MERCK LTD   ,B ,Q,2947.80,2952.25,2890.00,2901.50,2900.95,2947.80,211,1008,2939169.00,
500128,ELEC.CASTING,B ,Q,21.70,21.90,21.30,21.60,21.75,21.60,54,7629,164073.00,
500132,EMPEE SUGARS,XT,Q,1.20,1.20,1.20,1.20,1.20,1.15,1,100,120.00,
500133,ESAB INDIA  ,B ,Q,908.15,920.00,880.00,901.85,901.85,897.80,57,703,635314.00,
500135,ESSEL PROP  ,B ,Q,107.55,108.60,106.05,107.65,108.25,108.30,81,216933,23339695.00,
500136,ESTER INDUS.,B ,Q,38.10,38.70,37.35,37.85,37.85,37.95,114,8050,305702.00,
500141,FERRO ALLOYS,X ,Q,4.86,4.98,4.81,4.84,4.91,4.90,102,58615,284604.00,
500144,FINOL. CABLE,A ,Q,460.00,463.25,450.00,454.90,454.90,456.45,438,8595,3930124.00,
500147,CMI FPE     ,X ,Q,892.80,914.00,892.80,901.10,901.10,916.50,22,927,835716.00,
500148,UFLEX LTD   ,A ,Q,274.70,279.00,274.55,275.10,274.55,273.95,221,5215,1439765.00,
500150,FOSECO INDIA,B ,Q,1440.00,1459.00,1440.00,1459.00,1459.00,1434.55,13,99,142972.00,
500151,GOLDEN TOB  ,T ,Q,31.40,31.40,31.40,31.40,31.40,29.95,7,825,25905.00,
500153,GANESH BENZO,X ,Q,56.80,56.80,54.20,55.25,55.45,55.50,136,11981,660141.00,
500155,GARDEN SILK ,B ,Q,24.05,25.00,23.70,23.95,23.95,24.95,137,15252,368285.00,
500159,METROGLOBL  ,X ,Q,64.15,65.10,64.10,64.25,65.10,67.80,17,1301,83561.00,
500160,GTL LTD.    ,B ,Q,5.70,5.75,5.65,5.70,5.69,5.76,28,4298,24532.00,
500163,GODFREY PH  ,A ,Q,900.55,927.90,891.20,897.95,897.95,906.75,920,25763,23444671.00,
500164,GODREJ IND  ,A ,Q,537.55,543.00,536.75,539.05,539.15,541.15,255,9510,5130626.00,
500165,KANSAI NERO ,A ,Q,481.95,490.10,480.00,487.05,490.10,476.50,338,80074,38513020.00,
500166,GOODRICKE   ,X ,Q,284.90,284.90,275.00,279.80,279.80,278.65,91,5580,1559010.00,
500168,GOODYEAR (I),B ,Q,954.00,957.00,940.00,951.20,956.90,935.30,214,3962,3760524.00,
500170,GTN INDUS   ,B ,Q,10.90,10.99,10.51,10.51,10.51,10.51,7,520,5585.00,
500171,GHCL LTD    ,A ,Q,239.45,246.30,239.45,242.95,242.95,244.35,151,5322,1291689.00,
500173,GUJ.FLOURO  ,A ,Q,907.95,913.00,898.10,901.70,901.70,906.85,372,6094,5493562.00,
500174,GUJ.LEASE   ,T ,Q,2.00,2.03,2.00,2.03,2.03,1.94,3,1100,2203.00,
500179,HCL INFOSYS ,B ,Q,26.10,27.20,25.95,26.30,26.30,26.35,606,125319,3316931.00,
500180,HDFC BANK   ,A ,Q,2118.00,2137.95,2102.75,2133.95,2133.95,2122.65,2420,52599,111547832.00,
500182,HEROMOTOCO  ,A ,Q,3295.45,3382.70,3270.15,3361.15,3372.00,3303.85,1592,25799,86081893.00,
500183,HIMACHAL FUT,A ,Q,21.85,22.40,21.45,21.55,21.55,21.85,1351,752209,16404624.00,
500184,HSCL        ,A ,Q,137.90,138.05,133.50,133.90,133.90,137.95,745,68067,9175329.00,
500185,HIND.CONSTN.,A ,Q,11.80,12.06,11.68,11.81,11.81,11.86,1901,626733,7414966.00,
500186,HIND.OIL EXP,B ,Q,120.05,124.50,120.00,123.70,123.70,120.90,806,69750,8513703.00,
500187,HSIL        ,B ,Q,219.00,233.85,219.00,230.05,233.75,218.00,590,18454,4190971.00,
500188,HINDUS.ZI   ,A ,Q,283.00,283.00,275.60,278.30,278.60,281.60,676,57764,16020423.00,
500189,HINDUJA VENT,B ,Q,408.95,419.90,408.50,413.35,413.15,419.55,14,149,61406.00,
500191,HMT LTD.    ,Z ,Q,20.00,20.40,19.85,19.85,19.85,20.40,24,11510,233624.00,
500192,PRAG BOSIMI ,XT,Q,3.09,3.09,3.00,3.00,3.00,2.96,11,15180,45943.00,
500193,HOTEL LEELA.,B ,Q,17.15,17.15,16.25,16.25,16.25,17.10,104,83045,1358366.00,
500199,I.G.PETRO   ,B ,Q,420.40,438.25,420.40,425.10,422.60,429.20,90,2459,1051019.00,
500201,IND.GLYCOLS ,B ,Q,342.85,345.35,333.70,337.20,337.20,342.35,1334,46528,15790934.00,
500207,INDO RAMA   ,B ,Q,24.95,26.30,24.95,25.85,26.25,25.00,556,17099,435281.00,
500209,INFOSYS LTD ,A ,Q,662.70,671.45,657.00,666.85,666.85,665.25,10808,579639,385449066.00,
500210,INGERSOLL   ,B ,Q,560.00,566.65,556.05,559.90,559.75,560.10,116,1629,915394.00,
500211,INSILCO LTD.,X ,Q,19.45,19.95,19.05,19.80,19.80,19.10,16,5033,99937.00,
500212,INTEG.FIN.SE,XT,Q,29.00,29.00,29.00,29.00,29.00,29.20,1,100,2900.00,
500213,INTER.TRAVEL,X ,Q,152.20,158.20,152.00,153.20,153.20,156.00,16,429,65519.00,
500214,ION EXCHANGE,XT,Q,384.80,384.80,372.00,372.60,375.00,374.05,59,3160,1181673.00,
500215,AGRO TECH FO,B ,Q,612.30,612.45,599.10,606.15,599.10,614.10,23,225,136488.00,
500219,JAIN IRRIG  ,A ,Q,66.40,69.70,66.05,68.80,68.80,66.50,3239,1461719,100633890.00,
500220,JASCH INDUST,X ,Q,53.05,53.50,52.70,53.00,53.00,54.40,20,3756,199295.00,
500223,JCT LTD     ,X ,Q,1.90,2.01,1.90,1.95,1.95,1.98,105,251226,491877.00,
500227,JINDAL POLYF,B ,Q,240.00,243.25,237.15,238.65,237.60,239.50,148,2857,687388.00,
500228,JSWSL       ,A ,Q,309.00,310.55,306.55,308.65,309.00,311.25,2085,324755,100197684.00,
500231,UMANG DAIR  ,B ,Q,61.50,61.50,59.05,60.15,60.15,59.50,142,8211,495044.00,
500233,KAJARIA CER.,A ,Q,477.00,493.50,477.00,483.70,483.70,476.60,1372,48983,23827550.00,
500234,KAKATIYA CEM,B ,Q,204.40,206.00,202.00,204.50,202.00,205.45,232,6899,1410319.00,
500235,KALYANI STEL,B ,Q,226.85,233.20,225.35,228.65,229.40,227.75,357,12718,2920442.00,
500238,WHIRLPOOL   ,A ,Q,1396.05,1402.80,1380.00,1385.00,1385.00,1407.50,478,9222,12840271.00,
500239,KG DENIM    ,X ,Q,39.60,42.80,38.65,41.85,42.75,39.60,93,13132,543799.00,
500240,KINETIC ENG.,X ,Q,51.55,51.85,48.10,49.90,49.90,50.10,17,1132,55421.00,
500241,KIRL.BROS.  ,B ,Q,145.50,165.60,145.35,158.35,157.75,146.60,1666,53989,8578021.00,
500243,KIRL INDUS  ,B ,Q,882.10,894.00,882.05,894.00,894.00,875.85,14,78,69650.00,
500245,KIRL.FERROUS,B ,Q,90.45,92.00,88.80,90.95,90.95,89.80,361,57976,5225815.00,
500246,ENVAIN ELECT,X ,Q,46.10,46.10,46.10,46.10,46.10,48.50,1,50,2305.00,
500247,KOTAK MAH.BK,A ,Q,1229.00,1239.50,1216.70,1236.00,1236.00,1228.05,2964,136383,167807314.00,
500249,KSB         ,B ,Q,769.00,769.00,757.20,757.20,757.20,759.40,5,6605,5038617.00,
500250,L.G.BALKRISH,B ,Q,418.00,428.70,418.00,425.15,425.00,427.65,37,443,188667.00,
500251,TRENT LTD.  ,A ,Q,350.00,355.00,347.05,349.35,350.00,347.75,498,15926,5562924.00,
500252,LAXMIMACH   ,A ,Q,5785.10,5825.00,5755.00,5776.75,5776.75,5789.50,486,54146,315346782.00,
500253,LIC HOUS.FIN,A ,Q,481.70,496.80,480.70,489.55,489.55,485.05,2459,132616,65010817.00,
500254,UTTAMVALUE  ,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,51,145639,27671.00,
500257,LUPIN LTD.  ,A ,Q,841.90,859.90,841.60,855.10,855.00,841.90,1862,88216,75245126.00,
500259,LYKA LABS   ,B ,Q,30.70,31.50,30.20,30.65,30.85,30.45,67,5898,180462.00,
500260,RAMCOCEM    ,A ,Q,665.95,671.50,651.40,656.30,653.00,659.15,335,6540,4345192.00,
500264,MAFATLAL IND,X ,Q,126.25,128.00,126.05,128.00,128.00,129.25,22,181,23086.00,
500265,MAH.SEAMLESS,B ,Q,516.90,519.40,512.00,515.10,513.55,517.95,161,3984,2057550.00,
500266,MAH.SCOOTER ,B ,Q,3053.00,3059.00,3028.15,3037.75,3045.00,3057.00,45,200,608705.00,
500267,MAJESTIC AUT,X ,Q,88.85,90.50,88.60,90.45,90.40,89.85,19,694,62086.00,
500268,MANALI PETRO,B ,Q,33.40,34.15,33.25,33.45,33.45,33.55,210,34300,1155554.00,
500271,MFSL        ,A ,Q,438.30,447.00,436.40,441.25,441.25,440.25,444,23552,10400760.00,
500279,MIRC ELECT  ,B ,Q,27.60,30.20,27.60,29.60,29.60,27.50,796,159142,4660559.00,
500280,CENTURY ENKA,B ,Q,270.60,273.45,270.00,272.50,273.40,273.80,53,1408,381832.00,
500284,LORDS CHLORO,XT,Q,59.45,59.45,55.10,55.35,55.35,56.65,7,97,5368.00,
500285,SPICEJET LTD,A ,Q,84.80,86.50,83.20,84.75,84.75,84.40,7302,1461448,124099958.00,
500288,MOREPEN LAB.,B ,Q,23.40,24.25,22.80,23.30,23.45,23.55,628,150651,3520106.00,
500290,MRF LTD.    ,A ,Q,69199.00,69883.55,68728.50,69177.55,69200.00,69242.55,443,5674,393722829.00,
500292,HEIDEL CEM  ,A ,Q,157.75,160.45,157.70,159.20,159.20,159.95,298,21739,3468081.00,
500294,NCC         ,A ,Q,90.40,90.95,88.00,89.15,89.15,88.40,7883,2240244,199588280.00,
500295,VEDL        ,A ,Q,205.00,205.10,201.50,202.65,202.65,206.90,6769,1318559,266994106.00,
500296,NAHAR SPG.  ,B ,Q,93.35,94.25,93.35,93.75,93.75,94.00,8,400,37430.00,
500298,NAT.PEROXIDE,B ,Q,4399.00,4400.00,4305.00,4320.80,4311.00,4358.80,431,2285,9916588.00,
500300,GRASIM IND. ,A ,Q,850.00,856.00,828.55,830.90,830.90,857.35,2010,57593,48131543.00,
500302,PEL         ,A ,Q,2246.00,2312.20,2246.00,2290.20,2290.20,2276.20,1711,31449,72009892.00,
500304,NIIT LTD.   ,B ,Q,89.00,89.95,87.25,88.40,88.40,89.60,389,26631,2358546.00,
500306,JAYKAY      ,X ,Q,6.00,6.00,5.85,5.86,5.86,6.00,10,1152,6895.00,
500307,NIRLON      ,B ,Q,196.65,197.05,196.60,197.00,197.00,196.60,17,4302,845890.00,
500312,ONGC CORPN  ,A ,Q,148.25,150.80,147.50,148.65,148.65,148.45,5165,904965,134775535.00,
500313,OIL COUNTRY ,B ,Q,19.95,19.95,18.01,19.26,19.26,20.01,447,57382,1078512.00,
500314,ORIENT HOTEL,B ,Q,43.25,43.35,41.65,42.05,41.80,43.55,57,7531,317787.00,
500315,ORINTAL BANK,A ,Q,93.00,95.80,91.20,93.65,93.65,94.10,2450,643182,60323149.00,
500317,OSWAL AGRO. ,B ,Q,8.80,9.25,8.80,9.06,9.15,9.06,31,2123,19253.00,
500319,INDIAN SUCRO,X ,Q,22.70,22.70,20.50,21.45,21.60,21.40,32,4878,102908.00,
500322,PANYAM CEMEN,X ,Q,14.85,15.00,14.70,14.99,15.00,14.79,16,3900,58350.00,
500325,RELIANCE    ,A ,Q,1124.00,1131.95,1116.50,1127.25,1127.25,1137.10,8623,306576,344962219.00,
500327,PILITA      ,B ,Q,9.00,9.25,8.40,8.49,8.40,8.80,154,41200,364888.00,
500329,PENTAMED.G  ,XT,Q,0.40,0.40,0.40,0.40,0.40,0.39,19,33795,13518.00,
500330,RAYMOND     ,A ,Q,846.30,870.80,846.30,858.45,858.45,852.70,1107,38845,33473346.00,
500331,PIDILITE    ,A ,Q,1193.75,1201.90,1182.85,1192.20,1186.35,1200.15,972,26692,31796728.00,
500333,PIX TRANS   ,X ,Q,182.90,186.90,182.00,182.90,183.00,183.65,130,19862,3649491.00,
500335,BIRLA CORPN.,A ,Q,620.55,636.35,620.00,627.90,627.90,619.40,274,4437,2792882.00,
500336,SURYA ROSHNI,B ,Q,230.30,240.00,229.90,237.10,238.00,232.15,458,28080,6636610.00,
500337,PRIME SECUR.,B ,Q,41.70,43.80,41.40,42.45,42.45,42.05,45,10765,464390.00,
500338,PRSMJOHNSN  ,B ,Q,91.90,93.90,90.00,91.15,91.30,91.55,362,39668,3648855.00,
500339,RAIN        ,B ,Q,137.55,144.00,137.55,139.00,139.00,139.50,936,62472,8781561.00,
500343,AMJLAND     ,B ,Q,20.55,20.70,20.40,20.40,20.40,20.60,4,150,3080.00,
500346,PUN.COMMUNI.,B ,Q,28.35,28.50,26.00,26.20,26.20,26.25,19,542,14797.00,
500350,RSWM  LTD   ,B ,Q,256.00,258.95,239.95,241.30,241.30,258.55,249,6224,1524334.00,
500354,RAJSH.SUGAR ,T ,Q,23.00,23.45,22.90,23.10,23.10,23.50,7,350,8070.00,
500355,RALLIS INDIA,A ,Q,175.55,181.35,175.55,178.70,178.70,176.90,870,47262,8449422.00,
500356,RAMANEWS    ,T ,Q,29.85,31.05,29.55,30.70,30.75,29.60,100,61580,1895937.00,
500357,RAMA PAPER  ,XT,Q,23.70,23.70,23.10,23.70,23.70,22.60,32,8913,211123.00,
500360,RAPICUT CARB,X ,Q,56.50,56.50,53.20,54.55,54.95,56.40,31,3818,208171.00,
500365,RMGALLOY    ,X ,Q,20.30,21.70,20.30,21.30,21.65,21.35,46,31066,663722.00,
500366,ROLTA (I)   ,B ,Q,9.00,9.48,8.85,8.93,8.93,9.03,1376,643933,5919019.00,
500367,RUBFILA INT.,X ,Q,46.15,46.75,45.10,45.90,45.10,46.20,58,14205,654917.00,
500368,RUCHI SOYA  ,B ,Q,6.21,6.35,6.15,6.24,6.24,6.22,118,151671,952452.00,
500370,SALORA INT. ,T ,Q,24.95,24.95,24.95,24.95,24.95,25.95,1,20,499.00,
500371,SAMTEL IND. ,Z ,Q,1.90,1.90,1.81,1.81,1.81,1.90,2,100,186.00,
500378,JINDAL SAW  ,A ,Q,85.45,87.25,85.30,86.00,86.00,86.35,868,154660,13362901.00,
500380,JK LAKSHMI  ,A ,Q,285.10,289.10,280.00,286.95,287.20,285.70,196,3194,914267.00,
500387,SHREE CEMENT,A ,Q,17297.30,17580.90,17297.30,17476.30,17472.95,17431.80,133,275,4798931.00,
500390,REL INFRA   ,A ,Q,295.00,303.70,292.05,302.60,302.60,298.80,3781,386309,115840383.00,
500399,STEELCO GUJ.,XT,Q,2.90,3.15,2.90,2.96,2.96,3.00,10,1260,3880.00,
500400,TATA POWER  ,A ,Q,77.10,80.65,76.55,80.10,80.10,79.45,2260,634636,50058476.00,
500402,SPMLINFRA   ,B ,Q,42.50,43.40,40.50,41.10,41.10,42.05,310,8512,356718.00,
500403,SUNDARAM FAS,A ,Q,527.10,529.00,525.00,525.80,525.00,528.75,99,1551,817607.00,
500404,SUNFLAG IRON,B ,Q,60.30,60.65,57.95,58.65,58.65,60.70,206,15217,895522.00,
500405,SUPREME PET ,B ,Q,212.05,214.60,210.00,213.70,213.40,216.80,28,1154,243423.00,
500407,SWARAJ ENGIN,B ,Q,1525.00,1529.95,1500.00,1523.30,1515.00,1509.40,84,50269,75408795.00,
500408,TATA ELXSI  ,A ,Q,1006.00,1019.95,1003.05,1010.05,1012.00,1004.75,697,23433,23719638.00,
500410,ACC LTD     ,A ,Q,1528.05,1562.00,1528.05,1535.95,1535.95,1547.85,1574,46331,71633490.00,
500411,THERMAX     ,A ,Q,1129.55,1141.70,1110.00,1115.95,1110.15,1130.15,151,652,735064.00,
500412,THIRUMALAI  ,B ,Q,115.50,119.90,115.35,116.20,116.20,117.40,1136,100773,11838819.00,
500413,THOMAS COOK ,A ,Q,239.95,242.50,237.00,240.00,240.00,235.95,393,12210,2929677.00,
500414,TIMEX GROUP ,X ,Q,58.00,60.55,55.00,57.75,57.75,56.70,191,65110,3868997.00,
500418,TOKYO PLAST ,B ,Q,42.55,50.00,42.55,49.35,50.00,48.45,19,694,34489.00,
500420,TORRENT PHAR,A ,Q,1778.90,1810.00,1761.60,1801.40,1801.40,1788.50,546,6341,11365841.00,
500422,TRANSCHEM   ,X ,Q,22.95,22.95,22.05,22.45,22.80,22.95,46,9520,213431.00,
500425,AMBUJA CEME ,A ,Q,226.80,229.45,223.90,225.10,225.10,227.20,1365,112146,25417266.00,
500426,UTLINDS     ,XT,Q,17.35,17.35,17.35,17.35,17.35,18.25,2,110,1908.00,
500429,UNIPHOS ENT.,B ,Q,100.60,101.95,99.00,99.70,100.95,102.70,36,2870,286995.00,
500439,VARD HOLDNG ,B ,Q,2290.00,2325.00,2285.00,2285.00,2285.00,2255.00,16,67,153814.00,
500440,HINDALCO    ,A ,Q,223.80,224.90,220.05,223.65,223.65,227.15,2869,405840,90178819.00,
500444,WEST COAS PA,B ,Q,312.00,322.00,310.25,318.15,319.35,313.25,593,16130,5089907.00,
500449,HIND.ORG.CHM,T ,Q,28.40,29.35,28.40,28.90,29.00,28.80,154,29652,855025.00,
500456,PAS.ACRYLON ,X ,Q,21.00,21.00,20.40,20.50,20.55,20.80,67,14331,294026.00,
500459,PROCTER &GAM,A ,Q,9886.15,9975.00,9886.15,9963.10,9963.10,9925.00,107,181,1801206.00,
500460,MUKAND LTD. ,B ,Q,65.75,66.00,64.50,65.50,65.25,65.50,169,6396,416078.00,
500463,AGCNET      ,B ,Q,70.00,72.90,68.50,72.90,72.90,71.50,21,8132,569981.00,
500464,UCAL FUEL   ,B ,Q,179.90,186.50,179.90,184.85,185.50,180.50,176,6303,1158257.00,
500467,HARR.MALAYAL,B ,Q,83.60,85.70,83.00,83.45,83.20,83.35,77,6233,525115.00,
500469,FEDERAL BANK,A ,Q,94.50,96.30,93.60,95.45,95.45,94.85,4240,1578327,150323656.00,
500470,TATA STEEL  ,A ,Q,520.80,526.90,520.00,523.45,523.45,526.80,3268,250192,130979650.00,
500472,SKF INDIA   ,A ,Q,1900.00,1914.35,1870.00,1906.20,1906.20,1947.00,279,1341,2541654.00,
500477,ASHOK LEYL. ,A ,Q,107.50,108.85,105.80,106.05,106.50,107.45,4157,1423191,152026424.00,
500480,CUMMINS (I) ,A ,Q,816.80,832.00,814.00,829.85,829.50,817.15,891,19935,16443076.00,
500483,TATA COMM   ,A ,Q,543.95,557.20,541.85,547.25,549.15,547.70,935,38441,21125906.00,
500488,ABBOTT (I)  ,A ,Q,7474.00,7521.20,7444.00,7476.80,7444.00,7509.65,107,149,1112405.00,
500490,BAJ HOLD INV,A ,Q,2943.95,2965.55,2934.10,2959.10,2959.10,2949.95,204,102576,302602209.00,
500493,BHARAT FORGE,A ,Q,519.80,530.90,514.20,521.70,521.70,521.45,2043,88598,46371356.00,
500495,ESCORTS LTD.,A ,Q,674.00,695.00,668.55,692.40,692.40,673.55,4062,200138,137834996.00,
500500,HIND.MOTORS ,B ,Q,7.73,7.84,7.72,7.72,7.72,7.85,34,9547,74089.00,
500510,LARSEN & TOU,A ,Q,1431.75,1450.80,1423.30,1449.20,1449.20,1434.65,9123,294716,425141998.00,
500520,MAH & MAH   ,A ,Q,781.50,797.50,778.70,795.35,795.35,780.55,4291,183929,145581187.00,
500530,BOSCH LTD   ,A ,Q,19485.00,19750.00,19210.00,19616.45,19600.00,19627.60,481,1217,23709235.00,
500540,PREMIER LTD ,B ,Q,7.70,7.89,7.25,7.89,7.89,7.90,19,1195,9077.00,
500547,BHARAT PET. ,A ,Q,358.90,371.70,356.20,370.70,371.00,362.15,2416,234258,85261793.00,
500550,SIEMENS LTD.,A ,Q,1014.05,1027.05,991.65,997.10,997.10,1018.65,1379,36059,36210415.00,
500570,TATA MOTORS ,A ,Q,173.60,177.30,171.90,175.95,175.95,173.65,8469,1802609,315903052.00,
500575,VOLTAS LTD  ,A ,Q,570.00,581.00,565.00,577.00,577.00,571.50,1173,189183,108669042.00,
500620,GREAT EASTE ,A ,Q,347.90,348.85,338.60,339.55,340.90,347.70,322,6223,2121515.00,
500645,DEEPAK FERT.,A ,Q,150.20,159.00,149.30,154.90,154.90,151.75,1320,84213,13121321.00,
500650,EXCEL INDUST,B ,Q,1461.00,1479.90,1451.05,1454.50,1452.00,1471.95,70,428,625426.00,
500655,GARWARE POLY,X ,Q,249.00,265.00,249.00,260.80,264.00,248.40,189,14431,3705102.00,
500660,GLAXOSMITH  ,A ,Q,1468.00,1485.00,1453.70,1469.10,1460.00,1450.40,452,2550,3749606.00,
500670,GUJ.NARMADA ,A ,Q,352.55,369.00,349.00,363.45,363.45,354.80,1924,97368,35051663.00,
500672,NOVARTIS    ,B ,Q,737.50,755.00,737.00,741.45,741.45,741.20,474,11469,8551557.00,
500674,SANOFI      ,A ,Q,6260.00,6282.00,6100.00,6120.80,6100.00,6289.60,196,473,2922088.00,
500676,GLAXOSMITHKL,A ,Q,7874.45,7882.65,7762.65,7804.95,7826.10,7803.00,163,659,5149669.00,
500680,PFIZER LTD. ,A ,Q,2911.35,2958.00,2859.90,2872.55,2872.55,2878.75,832,7411,21406232.00,
500690,GUJ.ST.FERT ,A ,Q,111.60,114.55,110.50,112.45,112.45,111.90,2141,11969164,1347933235.00,
500696,HIND UNI LT ,A ,Q,1838.00,1854.30,1821.80,1833.90,1835.60,1844.00,3035,1389944,2561662515.00,
500710,AKZOINDIA   ,B ,Q,1651.00,1651.00,1605.00,1628.55,1620.00,1644.30,53,189,309977.00,
